[0],44,45,12,16,1,0,208,266.689,7.45355,0.213115,246.8,7.97241,0.331034,4,11,1
[0],56,61,4,11,1,1,208,266.689,7.45355,0.213115,246.8,7.97241,0.331034,8,12,0
[0],0,0,0,0,0,0,0,243.636,7.89899,0.318182,234.23,7.89683,0.349206,0,0,0
[0],0,0,0,0,0,0,0,243.636,7.89899,0.318182,234.23,7.89683,0.349206,8,8,0
[0],0,0,8,8,0,0,0,243.636,7.89899,0.318182,234.23,7.89683,0.349206,4,5,1
[0],8,8,4,5,1,0,0,243.636,7.89899,0.318182,234.23,7.89683,0.349206,12,4,0
[0],12,13,12,4,0,1,0,243.636,7.89899,0.318182,234.23,7.89683,0.349206,16,7,0
[0],24,17,16,7,0,1,0,243.636,7.89899,0.318182,234.23,7.89683,0.349206,12,11,0
[0],40,24,12,11,0,1,0,243.636,7.89899,0.318182,234.23,7.89683,0.349206,8,16,0
[0],52,35,8,16,0,1,0,243.636,7.89899,0.318182,234.23,7.89683,0.349206,4,11,1
[0],60,51,4,11,1,1,0,243.636,7.89899,0.318182,234.23,7.89683,0.349206,4,25,1
[0],64,62,4,25,1,2,0,243.636,7.89899,0.318182,234.23,7.89683,0.349206,12,17,1
[0],0,0,0,0,0,0,218,261.611,7.67176,0.267176,243.857,7.45578,0.306122,0,0,0
[0],0,0,0,0,0,0,218,261.611,7.67176,0.267176,243.857,7.45578,0.306122,20,5,0
[0],0,0,20,5,0,0,218,261.611,7.67176,0.267176,243.857,7.45578,0.306122,22,11,1
[0],20,5,22,11,1,0,218,261.611,7.67176,0.267176,243.857,7.45578,0.306122,8,5,0
[0],42,16,8,5,0,1,218,261.611,7.67176,0.267176,243.857,7.45578,0.306122,0,12,0
[0],50,21,0,12,0,1,218,261.611,7.67176,0.267176,243.857,7.45578,0.306122,4,14,0
[0],50,33,4,14,0,1,218,261.611,7.67176,0.267176,243.857,7.45578,0.306122,0,13,0
[0],54,47,0,13,0,1,218,261.611,7.67176,0.267176,243.857,7.45578,0.306122,8,14,1
[0],54,60,8,14,1,1,218,261.611,7.67176,0.267176,243.857,7.45578,0.306122,0,13,1
[0],62,74,0,13,1,2,218,261.611,7.67176,0.267176,243.857,7.45578,0.306122,0,22,0
[0],0,0,0,0,0,0,0,266.689,7.45355,0.213115,247.827,7.80198,0.326733,0,0,0
[0],0,0,0,0,0,0,0,266.689,7.45355,0.213115,247.827,7.80198,0.326733,16,8,0
[0],0,0,16,8,0,0,0,266.689,7.45355,0.213115,247.827,7.80198,0.326733,24,5,0
[0],16,8,24,5,0,0,0,266.689,7.45355,0.213115,247.827,7.80198,0.326733,8,10,0
[0],40,13,8,10,0,0,0,266.689,7.45355,0.213115,247.827,7.80198,0.326733,30,22,0
[0],48,23,30,22,0,0,0,266.689,7.45355,0.213115,247.827,7.80198,0.326733,10,16,0
[0],78,45,10,16,0,0,0,266.689,7.45355,0.213115,247.827,7.80198,0.326733,8,14,0
[0],88,61,8,14,0,0,0,266.689,7.45355,0.213115,247.827,7.80198,0.326733,16,11,2
[0],0,0,0,0,0,0,214,265.938,7.21918,0.246575,234.21,8.25,0.427419,0,0,0
[0],0,0,0,0,0,0,214,265.938,7.21918,0.246575,234.21,8.25,0.427419,22,8,0
[0],0,0,22,8,0,0,214,265.938,7.21918,0.246575,234.21,8.25,0.427419,24,6,0
[0],22,8,24,6,0,0,214,265.938,7.21918,0.246575,234.21,8.25,0.427419,0,17,0
[0],46,14,0,17,0,0,214,265.938,7.21918,0.246575,234.21,8.25,0.427419,10,11,1
[0],46,31,10,11,1,0,214,265.938,7.21918,0.246575,234.21,8.25,0.427419,14,14,1
[0],56,42,14,14,1,1,214,265.938,7.21918,0.246575,234.21,8.25,0.427419,16,15,0
[0],70,56,16,15,0,2,214,265.938,7.21918,0.246575,234.21,8.25,0.427419,18,11,0
[0],86,71,18,11,0,2,214,265.938,7.21918,0.246575,234.21,8.25,0.427419,8,11,1
[0],104,82,8,11,1,2,214,265.938,7.21918,0.246575,234.21,8.25,0.427419,14,18,0
[0],0,0,0,0,0,0,0,268.511,6.79389,0.152672,247.827,7.80198,0.326733,0,0,0
[0],0,0,0,0,0,0,0,268.511,6.79389,0.152672,247.827,7.80198,0.326733,12,9,0
[0],0,0,12,9,0,0,0,268.511,6.79389,0.152672,247.827,7.80198,0.326733,26,5,0
[0],12,9,26,5,0,0,0,268.511,6.79389,0.152672,247.827,7.80198,0.326733,16,14,0
[0],38,14,16,14,0,0,0,268.511,6.79389,0.152672,247.827,7.80198,0.326733,6,14,1
[0],54,28,6,14,1,0,0,268.511,6.79389,0.152672,247.827,7.80198,0.326733,4,19,0
[0],60,42,4,19,0,1,0,268.511,6.79389,0.152672,247.827,7.80198,0.326733,4,16,0
[0],64,61,4,16,0,1,0,268.511,6.79389,0.152672,247.827,7.80198,0.326733,0,16,1
[0],68,77,0,16,1,1,0,268.511,6.79389,0.152672,247.827,7.80198,0.326733,12,20,0
[0],68,93,12,20,0,2,0,268.511,6.79389,0.152672,247.827,7.80198,0.326733,12,23,0
[0],0,0,0,0,0,0,292,265.938,7.21918,0.246575,240.208,8.344,0.424,0,0,0
[0],0,0,0,0,0,0,292,265.938,7.21918,0.246575,240.208,8.344,0.424,24,11,0
[0],0,0,24,11,0,0,292,265.938,7.21918,0.246575,240.208,8.344,0.424,12,8,1
[0],24,11,12,8,1,0,292,265.938,7.21918,0.246575,240.208,8.344,0.424,8,10,0
[0],36,19,8,10,0,1,292,265.938,7.21918,0.246575,240.208,8.344,0.424,0,15,0
[0],44,29,0,15,0,1,292,265.938,7.21918,0.246575,240.208,8.344,0.424,4,21,0
[0],44,44,4,21,0,1,292,265.938,7.21918,0.246575,240.208,8.344,0.424,20,15,1
[0],48,65,20,15,1,1,292,265.938,7.21918,0.246575,240.208,8.344,0.424,10,12,1
[0],68,80,10,12,1,2,292,265.938,7.21918,0.246575,240.208,8.344,0.424,22,20,2
[0],0,0,0,0,0,0,0,231.384,8.04464,0.321429,244.187,7.83453,0.28777,0,0,0
[0],0,0,0,0,0,0,0,231.384,8.04464,0.321429,244.187,7.83453,0.28777,8,9,0
[0],0,0,8,9,0,0,0,231.384,8.04464,0.321429,244.187,7.83453,0.28777,20,4,1
[0],8,9,20,4,1,0,0,231.384,8.04464,0.321429,244.187,7.83453,0.28777,9,12,0
[0],28,13,9,12,0,1,0,231.384,8.04464,0.321429,244.187,7.83453,0.28777,4,12,0
[0],37,25,4,12,0,1,0,231.384,8.04464,0.321429,244.187,7.83453,0.28777,4,11,1
[0],41,37,4,11,1,1,0,231.384,8.04464,0.321429,244.187,7.83453,0.28777,8,13,0
[0],45,48,8,13,0,2,0,231.384,8.04464,0.321429,244.187,7.83453,0.28777,16,9,0
[0],53,61,16,9,0,2,0,231.384,8.04464,0.321429,244.187,7.83453,0.28777,14,14,1
[0],69,70,14,14,1,2,0,231.384,8.04464,0.321429,244.187,7.83453,0.28777,22,12,0
[0],0,0,0,0,0,0,251,251.039,7.78906,0.34375,244.514,7.48571,0.285714,0,0,0
[0],0,0,0,0,0,0,251,251.039,7.78906,0.34375,244.514,7.48571,0.285714,0,3,2
[0],0,0,0,3,2,0,251,251.039,7.78906,0.34375,244.514,7.48571,0.285714,12,9,0
[0],0,3,12,9,0,2,251,251.039,7.78906,0.34375,244.514,7.48571,0.285714,24,21,1
[0],12,12,24,21,1,2,251,251.039,7.78906,0.34375,244.514,7.48571,0.285714,0,19,0
[0],36,33,0,19,0,3,251,251.039,7.78906,0.34375,244.514,7.48571,0.285714,4,11,1
[0],36,52,4,11,1,3,251,251.039,7.78906,0.34375,244.514,7.48571,0.285714,20,10,1
[0],0,0,0,0,0,0,0,251.039,7.78906,0.34375,244.514,7.48571,0.285714,0,0,0
[0],0,0,0,0,0,0,0,251.039,7.78906,0.34375,244.514,7.48571,0.285714,8,8,1
[0],0,0,8,8,1,0,0,251.039,7.78906,0.34375,244.514,7.48571,0.285714,8,1,2
[0],8,8,8,1,2,1,0,251.039,7.78906,0.34375,244.514,7.48571,0.285714,18,2,0
[0],16,9,18,2,0,3,0,251.039,7.78906,0.34375,244.514,7.48571,0.285714,10,7,0
[0],34,11,10,7,0,3,0,251.039,7.78906,0.34375,244.514,7.48571,0.285714,22,9,0
[0],44,18,22,9,0,3,0,251.039,7.78906,0.34375,244.514,7.48571,0.285714,14,14,0
[0],66,27,14,14,0,3,0,251.039,7.78906,0.34375,244.514,7.48571,0.285714,6,10,2
[0],80,41,6,10,2,3,0,251.039,7.78906,0.34375,244.514,7.48571,0.285714,8,15,0
[0],0,0,0,0,0,0,174,251.039,7.78906,0.34375,244.514,7.48571,0.285714,0,0,0
[0],0,0,0,0,0,0,174,251.039,7.78906,0.34375,244.514,7.48571,0.285714,16,1,1
[0],0,0,16,1,1,0,174,251.039,7.78906,0.34375,244.514,7.48571,0.285714,13,15,1
[0],16,1,13,15,1,1,174,251.039,7.78906,0.34375,244.514,7.48571,0.285714,12,8,0
[0],29,16,12,8,0,2,174,251.039,7.78906,0.34375,244.514,7.48571,0.285714,17,12,0
[0],41,24,17,12,0,2,174,251.039,7.78906,0.34375,244.514,7.48571,0.285714,0,15,2
[0],58,36,0,15,2,2,174,251.039,7.78906,0.34375,244.514,7.48571,0.285714,4,8,0
[0],58,51,4,8,0,4,174,251.039,7.78906,0.34375,244.514,7.48571,0.285714,4,14,0
[0],0,0,0,0,0,0,0,243.636,7.89899,0.318182,234.21,8.25,0.427419,0,0,0
[0],0,0,0,0,0,0,0,243.636,7.89899,0.318182,234.21,8.25,0.427419,0,8,1
[0],0,0,0,8,1,0,0,243.636,7.89899,0.318182,234.21,8.25,0.427419,14,8,2
[0],0,8,14,8,2,1,0,243.636,7.89899,0.318182,234.21,8.25,0.427419,8,6,0
[0],14,16,8,6,0,3,0,243.636,7.89899,0.318182,234.21,8.25,0.427419,4,26,1
[0],22,22,4,26,1,3,0,243.636,7.89899,0.318182,234.21,8.25,0.427419,8,16,0
[0],26,48,8,16,0,4,0,243.636,7.89899,0.318182,234.21,8.25,0.427419,8,16,0
[0],34,64,8,16,0,4,0,243.636,7.89899,0.318182,234.21,8.25,0.427419,4,13,0
[0],0,0,0,0,0,0,155,266.689,7.45355,0.213115,243.857,7.45578,0.306122,0,0,0
[0],0,0,0,0,0,0,155,266.689,7.45355,0.213115,243.857,7.45578,0.306122,4,12,0
[0],0,0,4,12,0,0,155,266.689,7.45355,0.213115,243.857,7.45578,0.306122,14,12,0
[0],4,12,14,12,0,0,155,266.689,7.45355,0.213115,243.857,7.45578,0.306122,28,9,0
[0],18,24,28,9,0,0,155,266.689,7.45355,0.213115,243.857,7.45578,0.306122,0,9,3
[0],46,33,0,9,3,0,155,266.689,7.45355,0.213115,243.857,7.45578,0.306122,0,7,3
[0],46,42,0,7,3,3,155,266.689,7.45355,0.213115,243.857,7.45578,0.306122,0,13,0
[0],46,49,0,13,0,6,155,266.689,7.45355,0.213115,243.857,7.45578,0.306122,4,6,1
[0],46,62,4,6,1,6,155,266.689,7.45355,0.213115,243.857,7.45578,0.306122,6,7,1
[0],50,68,6,7,1,7,155,266.689,7.45355,0.213115,243.857,7.45578,0.306122,4,12,1
[0],0,0,0,0,0,0,0,256.64,7.88235,0.360294,243.857,7.45578,0.306122,0,0,0
[0],0,0,0,0,0,0,0,256.64,7.88235,0.360294,243.857,7.45578,0.306122,29,4,0
[0],0,0,29,4,0,0,0,256.64,7.88235,0.360294,243.857,7.45578,0.306122,12,8,0
[0],29,4,12,8,0,0,0,256.64,7.88235,0.360294,243.857,7.45578,0.306122,4,9,2
[0],41,12,4,9,2,0,0,256.64,7.88235,0.360294,243.857,7.45578,0.306122,4,13,0
[0],45,21,4,13,0,2,0,256.64,7.88235,0.360294,243.857,7.45578,0.306122,4,11,1
[0],49,34,4,11,1,2,0,256.64,7.88235,0.360294,243.857,7.45578,0.306122,10,10,0
[0],53,45,10,10,0,3,0,256.64,7.88235,0.360294,243.857,7.45578,0.306122,8,9,0
[0],63,55,8,9,0,3,0,256.64,7.88235,0.360294,243.857,7.45578,0.306122,12,15,1
[0],71,64,12,15,1,3,0,256.64,7.88235,0.360294,243.857,7.45578,0.306122,18,13,0
[0],0,0,0,0,0,0,237,243.636,7.89899,0.318182,246.8,7.97241,0.331034,0,0,0
[0],0,0,0,0,0,0,237,243.636,7.89899,0.318182,246.8,7.97241,0.331034,16,6,0
[0],0,0,16,6,0,0,237,243.636,7.89899,0.318182,246.8,7.97241,0.331034,20,6,0
[0],16,6,20,6,0,0,237,243.636,7.89899,0.318182,246.8,7.97241,0.331034,20,6,0
[0],36,12,20,6,0,0,237,243.636,7.89899,0.318182,246.8,7.97241,0.331034,4,17,0
[0],56,18,4,17,0,0,237,243.636,7.89899,0.318182,246.8,7.97241,0.331034,8,17,0
[0],60,35,8,17,0,0,237,243.636,7.89899,0.318182,246.8,7.97241,0.331034,14,14,0
[0],68,52,14,14,0,0,237,243.636,7.89899,0.318182,246.8,7.97241,0.331034,10,18,0
[0],82,66,10,18,0,0,237,243.636,7.89899,0.318182,246.8,7.97241,0.331034,30,17,0
[0],0,0,0,0,0,0,0,256.64,7.88235,0.360294,243.857,7.45578,0.306122,0,0,0
[0],0,0,0,0,0,0,0,256.64,7.88235,0.360294,243.857,7.45578,0.306122,8,4,0
[0],0,0,8,4,0,0,0,256.64,7.88235,0.360294,243.857,7.45578,0.306122,0,5,2
[0],8,4,0,5,2,0,0,256.64,7.88235,0.360294,243.857,7.45578,0.306122,20,6,0
[0],8,9,20,6,0,2,0,256.64,7.88235,0.360294,243.857,7.45578,0.306122,0,13,1
[0],28,15,0,13,1,2,0,256.64,7.88235,0.360294,243.857,7.45578,0.306122,8,10,1
[0],28,28,8,10,1,3,0,256.64,7.88235,0.360294,243.857,7.45578,0.306122,4,15,0
[0],36,38,4,15,0,4,0,256.64,7.88235,0.360294,243.857,7.45578,0.306122,0,16,0
[0],40,53,0,16,0,4,0,256.64,7.88235,0.360294,243.857,7.45578,0.306122,8,17,0
[0],40,69,8,17,0,4,0,256.64,7.88235,0.360294,243.857,7.45578,0.306122,8,16,0
[0],0,0,0,0,0,0,190,243.636,7.89899,0.318182,246.8,7.97241,0.331034,0,0,0
[0],0,0,0,0,0,0,190,243.636,7.89899,0.318182,246.8,7.97241,0.331034,20,9,0
[0],0,0,20,9,0,0,190,243.636,7.89899,0.318182,246.8,7.97241,0.331034,20,9,0
[0],20,9,20,9,0,0,190,243.636,7.89899,0.318182,246.8,7.97241,0.331034,4,22,0
[0],40,18,4,22,0,0,190,243.636,7.89899,0.318182,246.8,7.97241,0.331034,12,15,0
[0],44,40,12,15,0,0,190,243.636,7.89899,0.318182,246.8,7.97241,0.331034,4,12,1
[0],56,55,4,12,1,0,190,243.636,7.89899,0.318182,246.8,7.97241,0.331034,4,9,0
[0],60,67,4,9,0,1,190,243.636,7.89899,0.318182,246.8,7.97241,0.331034,13,12,0
[0],64,76,13,12,0,1,190,243.636,7.89899,0.318182,246.8,7.97241,0.331034,8,8,1
[0],0,0,0,0,0,0,0,208.789,8.63303,0.504587,238.071,8.02679,0.348214,0,0,0
[0],0,0,0,0,0,0,0,208.789,8.63303,0.504587,238.071,8.02679,0.348214,8,7,0
[0],0,0,8,7,0,0,0,208.789,8.63303,0.504587,238.071,8.02679,0.348214,8,7,1
[0],8,7,8,7,1,0,0,208.789,8.63303,0.504587,238.071,8.02679,0.348214,4,4,0
[0],16,14,4,4,0,1,0,208.789,8.63303,0.504587,238.071,8.02679,0.348214,4,10,0
[0],20,18,4,10,0,1,0,208.789,8.63303,0.504587,238.071,8.02679,0.348214,4,14,1
[0],24,28,4,14,1,1,0,208.789,8.63303,0.504587,238.071,8.02679,0.348214,0,9,0
[0],28,42,0,9,0,2,0,208.789,8.63303,0.504587,238.071,8.02679,0.348214,14,16,0
[0],28,51,14,16,0,2,0,208.789,8.63303,0.504587,238.071,8.02679,0.348214,0,14,1
[0],42,67,0,14,1,2,0,208.789,8.63303,0.504587,238.071,8.02679,0.348214,4,12,2
[0],0,0,0,0,0,0,157,227.234,8.3964,0.414414,261.158,7.62281,0.219298,0,0,0
[0],0,0,0,0,0,0,157,227.234,8.3964,0.414414,261.158,7.62281,0.219298,8,10,0
[0],0,0,8,10,0,0,157,227.234,8.3964,0.414414,261.158,7.62281,0.219298,8,7,0
[0],8,10,8,7,0,0,157,227.234,8.3964,0.414414,261.158,7.62281,0.219298,4,7,0
[0],16,17,4,7,0,0,157,227.234,8.3964,0.414414,261.158,7.62281,0.219298,8,5,0
[0],20,24,8,5,0,0,157,227.234,8.3964,0.414414,261.158,7.62281,0.219298,12,7,2
[0],28,29,12,7,2,0,157,227.234,8.3964,0.414414,261.158,7.62281,0.219298,4,2,0
[0],40,36,4,2,0,2,157,227.234,8.3964,0.414414,261.158,7.62281,0.219298,0,9,2
[0],44,38,0,9,2,2,157,227.234,8.3964,0.414414,261.158,7.62281,0.219298,4,8,0
[0],44,47,4,8,0,4,157,227.234,8.3964,0.414414,261.158,7.62281,0.219298,13,12,2
[0],0,0,0,0,0,0,0,261.611,7.67176,0.267176,244.187,7.83453,0.28777,0,0,0
[0],0,0,0,0,0,0,0,261.611,7.67176,0.267176,244.187,7.83453,0.28777,10,8,0
[0],0,0,10,8,0,0,0,261.611,7.67176,0.267176,244.187,7.83453,0.28777,22,14,0
[0],10,8,22,14,0,0,0,261.611,7.67176,0.267176,244.187,7.83453,0.28777,14,11,1
[0],32,22,14,11,1,0,0,261.611,7.67176,0.267176,244.187,7.83453,0.28777,4,8,0
[0],46,33,4,8,0,1,0,261.611,7.67176,0.267176,244.187,7.83453,0.28777,4,16,0
[0],50,41,4,16,0,1,0,261.611,7.67176,0.267176,244.187,7.83453,0.28777,16,13,1
[0],54,57,16,13,1,1,0,261.611,7.67176,0.267176,244.187,7.83453,0.28777,8,17,1
[0],70,70,8,17,1,2,0,261.611,7.67176,0.267176,244.187,7.83453,0.28777,4,19,0
[0],78,87,4,19,0,3,0,261.611,7.67176,0.267176,244.187,7.83453,0.28777,12,25,0
[0],0,0,0,0,0,0,260,251.039,7.78906,0.34375,234.23,7.89683,0.349206,0,0,0
[0],0,0,0,0,0,0,260,251.039,7.78906,0.34375,234.23,7.89683,0.349206,8,4,3
[0],0,0,8,4,3,0,260,251.039,7.78906,0.34375,234.23,7.89683,0.349206,16,4,1
[0],8,4,16,4,1,3,260,251.039,7.78906,0.34375,234.23,7.89683,0.349206,0,5,0
[0],24,8,0,5,0,4,260,251.039,7.78906,0.34375,234.23,7.89683,0.349206,8,11,1
[0],24,13,8,11,1,4,260,251.039,7.78906,0.34375,234.23,7.89683,0.349206,20,11,0
[0],0,0,0,0,0,0,0,256.64,7.88235,0.360294,238.071,8.02679,0.348214,0,0,0
[0],0,0,0,0,0,0,0,256.64,7.88235,0.360294,238.071,8.02679,0.348214,13,4,0
